family,pair_id,country,predictor,response,lag_years,sample_years,response_start_year,response_end_year,predictor_start_year,predictor_end_year,sample_sha256,transform,regime_breakpoints,fit,n,minimum_years,control_columns,n_controls,rank,df_resid,status,reason,partial_r,beta,beta_ci_low,beta_ci_high,p_hac,q_family,family_size,reject_fdr
regional,SOM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,SOM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,19f01a94e9dd3ad1836039f35187bfef36526a305fb5d501663b1b7fff9762da,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,0.1274576239121548,0.6702311571950804,-1.1841422692568586,2.5246045836470197,0.4614571956941533,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag0,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,0,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2001.0,2025.0,19f01a94e9dd3ad1836039f35187bfef36526a305fb5d501663b1b7fff9762da,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response,4,5.0,20.0,eligible,,0.13613152878963958,0.6838823184433486,-0.9341351629473063,2.3018997998340036,0.3884300608782597,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,31e8c989337748f222845e770dc6bc02126dd5eb274554f446d73d58a38cda15,signed_log1p,,baseline_time_regime,25,12,intercept_2001_2025;time_2001_2025,2,3.0,22.0,eligible,,0.01754166267356408,0.09791810406550532,-1.4503195428266442,1.6461557509576548,0.8968393254104701,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag1,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,1,2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2001.0,2025.0,2000.0,2024.0,31e8c989337748f222845e770dc6bc02126dd5eb274554f446d73d58a38cda15,signed_log1p,,climate_adjusted,25,12,intercept_2001_2025;time_2001_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,18.0,eligible,,0.005921691900155969,0.03069101016767163,-1.4910330939889513,1.5524151143242946,0.9666681568988867,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,1789247463bb7c734ab171ae5a32a608b6f2986d766338c86d54b0fad837fac4,signed_log1p,,baseline_time_regime,24,12,intercept_2002_2025;time_2002_2025,2,3.0,21.0,eligible,,-0.15752444270342292,-0.9896754976510367,-3.1307385535966112,1.1513875582945374,0.3473542876920434,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__refugees_origin_stock_change__lag2,YEM,conflict_total_deaths_per_100k,refugees_origin_stock_change,2,2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2002.0,2025.0,2000.0,2023.0,1789247463bb7c734ab171ae5a32a608b6f2986d766338c86d54b0fad837fac4,signed_log1p,,climate_adjusted,24,12,intercept_2002_2025;time_2002_2025;rni_response;dmi_response;rni_predictor;dmi_predictor,6,7.0,17.0,eligible,,-0.3541057196954912,-2.1287920215293807,-4.072360443177693,-0.18522359988106787,0.0336475020785723,0.9622302315266285,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag0,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag1,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__conflict_total_deaths_per_100k__ipc_current_3plus_fraction__lag2,YEM,conflict_total_deaths_per_100k,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag0,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,0,,,,,,df87bdde692083e24cdb9fb667d064fa1b6d7147c61f6c4150eff45e7615817b,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response,2,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag1,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,1,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,baseline_time_regime,0,12,,0,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
regional,YEM__retail_staple_price_yoy_pct__ipc_current_3plus_fraction__lag2,YEM,retail_staple_price_yoy_pct,ipc_current_3plus_fraction,2,,,,,,73577a7f2b926b2b97a351dde0da3d6a71a47ba1b81a15f0b393e91d063012b7,signed_log1p,,climate_adjusted,0,12,rni_response;dmi_response;rni_predictor;dmi_predictor,4,,,unavailable,insufficient_contiguous_years,,,,,,1.0,144,False
